name,kcal_per_100gr,fat_per_100gr,fiber_per_100gr,protein_per_100gr,carbs_per_100gr,user_id,rating,notes,tags,is_verified,image_url
"Soup,Clam Chowder,New England,Cnd,Prep W/ Eq Volume H2O",35.49,1.01,0.3,1.55,5.05,,,,,TRUE,
"Soup,Consomme W/ Gelatin,Dry,Mix,Prep W/ H2O",7.32,0.08,0,0.87,0.78,,,,,TRUE,
"Soup,Crab,Cnd,Rts",31.46,0.62,0.3,2.25,4.22,,,,,TRUE,
"Soup,Crm Of Asparagus,Cnd,Cond",70.7,3.26,0.4,1.82,8.52,,,,,TRUE,
"Soup,Crm Of Asparagus,Cnd,Prep W/ Eq Volume H2O",36.4,1.68,0.2,0.94,4.38,,,,,TRUE,
"Soup,Crm Of Asparagus,Cnd,Prep W/ Eq Volume Milk",66.34,3.3,0.3,2.55,6.61,,,,,TRUE,
"Soup,Crm Of Celery,Cnd,Cond",73.54,4.46,0.6,1.32,7.03,,,,,TRUE,
"Soup,Crm Of Celery,Cnd,Prep W/ Eq Volume H2O",37.81,2.29,0.3,0.68,3.62,,,,,TRUE,
"Soup,Crm Of Celery,Cnd,Prep W/ Eq Volume Milk",67.79,3.91,0.3,2.29,5.86,,,,,TRUE,
"Soup,Crm Of Chick,Cnd,Cond",90.09,5.77,0,2.38,7.16,,,,,TRUE,
"Soup,Crm Of Chick,Cnd,Cond,Red Na",56.9,1.3,0.4,1.8,9.5,,,,,TRUE,
"Soup,Crm Of Chick,Cnd,Cond,Single Brand",98.9,6.5,0,2.4,7.7,,,,,TRUE,
"Soup,Crm Of Chick,Cnd,Prep W/ Eq Volume H2O",48.02,3.02,0.1,1.41,3.8,,,,,TRUE,
"Soup,Crm Of Chick,Cnd,Prep W/ Eq Volume Milk",77.78,4.62,0.1,3.01,6.04,,,,,TRUE,
"Soup,Crm Of Chick,Dry,Mix,Prep W/ H2O",41.52,2.04,0.1,0.68,5.11,,,,,TRUE,
"Soup,Crm Of Mushroom,Cnd,Cond",86.33,5.89,0,1.61,6.72,,,,,TRUE,
"Soup,Crm Of Mushroom,Cnd,Cond,Red Na",52.45,1.69,0.6,1.21,8.1,,,,,TRUE,
"Soup,Crm Of Mushroom,Cnd,Prep W/ Eq Volume H2O",42.24,2.88,0,0.79,3.29,,,,,TRUE,
"Soup,Crm Of Mushroom,Cnd,Prep W/ Eq Volume Lofat Milk",67.34,3.86,0,2.49,5.66,,,,,TRUE,
"Soup,Crm Of Mushroom,Lo Na,Rts,Cnd",55.42,3.7,0.2,1,4.53,,,,,TRUE,
"Soup,Crm Of Onion,Cnd,Cond",88.2,4.2,0.4,2.2,10.4,,,,,TRUE,
"Soup,Crm Of Onion,Cnd,Prep W/ Eq Volume H2O",44.76,2.16,0.4,1.13,5.2,,,,,TRUE,
"Soup,Crm Of Onion,Cnd,Prep W/ Eq Volume Milk",74.58,3.78,0.3,2.74,7.4,,,,,TRUE,
"Soup,Crm Of Potato,Cnd,Cond",59.04,1.88,0.4,1.39,9.14,,,,,TRUE,
"Soup,Crm Of Potato,Cnd,Prep W/ Eq Volume H2O",30.41,0.97,0.2,0.72,4.7,,,,,TRUE,
"Soup,Crm Of Potato,Cnd,Prep W/ Eq Volume Milk",60.4,2.6,0.2,2.33,6.92,,,,,TRUE,
"Soup,Crm Of Shrimp,Cnd,Cond",72.26,4.14,0.2,2.22,6.53,,,,,TRUE,
"Soup,Crm Of Shrimp,Cnd,Prep W/ Eq Volume H2O",36.15,2.07,0.1,1.11,3.27,,,,,TRUE,
"Soup,Crm Of Shrimp,Cnd,Prep W/ Eq Volume Lofat Milk",60.58,3.02,0.1,2.78,5.57,,,,,TRUE,
"Soup,Crm Of Veg,Dry,Pdr",457.3,24.1,3,8,52.1,,,,,TRUE,
"Soup,Egg Drop,Chinese Restaurant",27.29,0.61,0,1.16,4.29,,,,,TRUE,
"Soup,Escarole,Cnd,Rts",11.93,0.73,0,0.62,0.72,,,,,TRUE,
"Soup,Fish,Homemade",71.8,2.2,0,7.4,5.6,,,,,TRUE,
"Soup,Gazpacho,Cnd,Rts",19.7,0.1,0.2,2.9,1.8,,,,,TRUE,
"Soup,Healthy Choic Chick & Rice Soup,Cnd",37.91,0.55,0.8,2.53,5.71,,,,,TRUE,
"Soup,Healthy Choic Chick Noodle Soup,Cnd",41.23,0.63,0.8,3.69,5.2,,,,,TRUE,
"Soup,Healthy Choic Garden Veg Soup,Cnd",50.57,0.21,1.9,2.13,10.04,,,,,TRUE,
"Soup,Hot & Sour,Chinese Restaurant",38.61,1.21,0,2.58,4.35,,,,,TRUE,
"Soup,Lentil W/Ham,Cnd,Rts",57.68,1.12,0,3.74,8.16,,,,,TRUE,
"Soup,Minestrone,Cnd,Chunky,Rts",53.61,1.17,2.4,2.13,8.64,,,,,TRUE,
"Soup,Minestrone,Cnd,Cond",69.05,2.05,0.8,3.48,9.17,,,,,TRUE,
"Soup,Minestrone,Cnd,Prep W/ Eq Volume H2O",35.08,1.04,0.4,1.77,4.66,,,,,TRUE,
"Soup,Minestrone,Cnd,Red Na,Rts",51.2,0.8,2.4,2,9,,,,,TRUE,
"Soup,Mushroom Barley,Cnd,Cond",60.6,1.8,0,1.5,9.6,,,,,TRUE,
"Soup,Mushroom Barley,Cnd,Prep W/ Eq Volume H2O",30.65,0.93,0.3,0.77,4.8,,,,,TRUE,
"Soup,Mushroom W/ Bf Stock,Cnd,Cond",68.57,3.21,0.1,2.51,7.41,,,,,TRUE,
"Soup,Mushroom W/ Bf Stock,Cnd,Prep W/ Eq Volume H2O",35.25,1.65,0.3,1.29,3.81,,,,,TRUE,
"Soup,Mushroom,Dry,Mix,Prep W/ H2O",36.62,1.82,0.2,0.66,4.4,,,,,TRUE,
"Soup,Onion,Cnd,Cond",51.74,1.42,0.7,3.06,6.68,,,,,TRUE,
"Soup,Onion,Cnd,Prep W/ Eq Volume H2O",25.38,0.7,0.3,1.5,3.27,,,,,TRUE,
"Soup,Onion,Dry,Mix",293.26,0.34,6.6,7.48,65.07,,,,,TRUE,
"Soup,Onion,Dry,Mix,Prep W/ H2O",12.45,0.01,0.3,0.32,2.77,,,,,TRUE,
"Soup,Oxtail,Dry,Mix,Prep W/ H2O",27.69,1.01,0.1,1.11,3.54,,,,,TRUE,
"Soup,Oyster Stew,Cnd,Cond",48.33,3.13,0,1.72,3.32,,,,,TRUE,
"Soup,Oyster Stew,Cnd,Prep W/ Eq Volume H2O",24.55,1.59,0,0.87,1.69,,,,,TRUE,
"Soup,Oyster Stew,Cnd,Prep W/ Eq Volume Milk",55.16,3.24,0,2.51,3.99,,,,,TRUE,
"Soup,Pea,Grn,Cnd,Cond",126.95,2.23,3.9,6.54,20.18,,,,,TRUE,
"Soup,Pea,Grn,Cnd,Cond,Prep W/ Eq Volume H2O",62.13,1.09,1.9,3.2,9.88,,,,,TRUE,
"Soup,Pea,Grn,Cnd,Prep W/ Eq Volume H2O",62.13,1.09,1.9,3.2,9.88,,,,,TRUE,
"Soup,Pea,Grn,Cnd,Prep W/ Eq Volume Milk",95.57,2.77,1.1,4.97,12.69,,,,,TRUE,
"Soup,Pea,Lo Na,Prep W/ Eq Volume H2O",62.13,1.09,1.9,3.2,9.88,,,,,TRUE,
"Soup,Pea,Split W/ Ham,Cnd,Cond",143.48,3.28,1.7,7.68,20.81,,,,,TRUE,
"Soup,Pea,Split W/ Ham,Cnd,Prep W/ Eq Volume H2O",76.18,1.74,0.9,4.08,11.05,,,,,TRUE,
"Soup,Pea,Split W/Ham,Cnd,Chunky,Rts",78.1,1.66,1.7,4.62,11.17,,,,,TRUE,
"Soup,Pepperpot,Cnd,Cond",85.42,3.78,0.4,5.19,7.66,,,,,TRUE,
"Soup,Pepperpot,Cnd,Prep W/ Eq Volume H2O",41.81,1.85,0.2,2.54,3.75,,,,,TRUE,
"Soup,Potato Ham Chowder,Chunky,Rts,Single Brand",80,5.2,0.6,2.7,5.6,,,,,TRUE,
"Soup,Ramen Noodle,Any Flavor,Dry",453.1,17.1,2.4,9.3,65.5,,,,,TRUE,
"Soup,Ramen Noodle,Bf Flavor,Dry",435.63,15.71,2.2,10.29,63.27,,,,,TRUE,
"Soup,Ramen Noodle,Chick Flavor,Dry",436.87,15.55,2.4,10.66,63.57,,,,,TRUE,
"Soup,Scotch Broth,Cnd,Cond",66.38,2.14,1,4.05,7.73,,,,,TRUE,
"Soup,Scotch Broth,Cnd,Prep W/ Eq Volume H2O",33.23,1.07,0.5,2.03,3.87,,,,,TRUE,
"Soup,Shark Fin,Rest-Prep",46,2,0,3.2,3.8,,,,,TRUE,
"Soup,Sirloin Burger W/Veg,Rts,Single Brand",77.3,3.7,2.3,4.2,6.8,,,,,TRUE,
"Soup,Split Pea W/ Ham,Chunky,Red Fat,Red Na,Rts,Single Brand",75.9,1.1,0,5.2,11.3,,,,,TRUE,
"Soup,Split Pea W/Ham&Bacon,Cnd,Cond,Single Brand",139.9,2.3,3,8.6,21.2,,,,,TRUE,
"Soup,Stock,Beef,Home-Prepared",13.49,0.09,0,1.97,1.2,,,,,TRUE,
"Soup,Stock,Chick,Home-Prepared",35,1.2,0,2.52,3.53,,,,,TRUE,
"Soup,Stock,Fish,Home-Prepared",16.33,0.81,0,2.26,0,,,,,TRUE,
"Soup,Stockpot,Cnd,Cond",78.32,3.04,0,3.79,8.95,,,,,TRUE,
"Soup,Stockpot,Cnd,Prep W/ Eq Volume H2O",40.7,1.58,0,1.97,4.65,,,,,TRUE,
"Soup,Tomato Bf W/ Noodle,Cnd,Cond",112.46,3.42,1.2,3.55,16.87,,,,,TRUE,
"Soup,Tomato Bf W/ Noodle,Cnd,Prep W/ Eq Volume H2O",56.27,1.71,0.6,1.78,8.44,,,,,TRUE,
"Soup,Tomato Bisque,Cnd,Cond",98.47,1.95,0.8,1.76,18.47,,,,,TRUE,
"Soup,Tomato Bisque,Cnd,Prep W/ Eq Volume H2O",51.26,1.02,0.2,0.92,9.6,,,,,TRUE,
"Soup,Tomato Bisque,Cnd,Prep W/ Eq Volume Milk",80.63,2.63,0.2,2.51,11.73,,,,,TRUE,
"Soup,Tomato Rice,Cnd,Cond",93.96,2.12,1.3,1.64,17.08,,,,,TRUE,
"Soup,Tomato Rice,Cnd,Prep W/ Eq Volume H2O",46.98,1.06,0.7,0.82,8.54,,,,,TRUE,
"Soup,Tomato Veg,Dry,Mix",332.33,5.09,3,11.73,59.9,,,,,TRUE,
"Soup,Tomato Veg,Dry,Mix,Prep W/ H2O",22.38,0.34,0.3,0.79,4.04,,,,,TRUE,
"Soup,Tomato,Cnd,Cond",65.12,0.56,1.2,1.61,13.41,,,,,TRUE,
"Soup,Tomato,Cnd,Cond,Red Na",65.12,0.56,1.2,1.61,13.41,,,,,TRUE,
"Soup,Tomato,Cnd,Prep W/ Eq Volume Lofat Milk",57.13,1.29,0.6,2.49,8.89,,,,,TRUE,
"Soup,Tomato,Cnd,Prep W/Eq Volume H2O,Comm",31.96,0.28,0.6,0.79,6.57,,,,,TRUE,
"Soup,Tomato,Dry,Mix,Prep W/ H2O",37.89,0.61,0.4,0.93,7.17,,,,,TRUE,
"Soup,Tomato,Lo Na,W/H2O",31.96,0.28,0.6,0.79,6.57,,,,,TRUE,
"Soup,Turkey Noodle,Cnd,Cond",54.27,1.59,0.6,3.11,6.88,,,,,TRUE,
"Soup,Turkey Noodle,Cnd,Prep W/ Eq Volume H2O",27.94,0.82,0.3,1.6,3.54,,,,,TRUE,
"Soup,Turkey Veg,Cnd,Cond",60.51,2.47,0.5,2.52,7.05,,,,,TRUE,
"Soup,Turkey Veg,Cnd,Prep W/ Eq Volume H2O",30.78,1.26,0.2,1.28,3.58,,,,,TRUE,
"Soup,Turkey,Chunky,Cnd,Rts",57.99,1.87,0,4.33,5.96,,,,,TRUE,
"Soup,Veg Bf,Cnd,Cond",63.83,1.51,1.6,4.45,8.11,,,,,TRUE,
"Soup,Veg Bf,Cnd,Cond,Single Brand",53.2,0.8,0,3.8,7.7,,,,,TRUE,
"Soup,Veg Bf,Cnd,Prep W/ Eq Volume H2O",32,0.76,0.8,2.23,4.06,,,,,TRUE,
"Soup,Veg Bf,Dry,Mix,Prep W/ H2O",21.28,0.44,0.3,1.16,3.17,,,,,TRUE,
"Soup,Veg Bf,Microwavable,Rts,Single Brand",44.3,0.7,1.5,6.2,3.3,,,,,TRUE,
"Soup,Veg Chick,Cnd,Prep W/ H2O,Lo Na",73.44,2,0.4,5.1,8.76,,,,,TRUE,
"Soup,Veg Soup,Cond,Lo Na,Prep W/ Eq Volume H2O",32.69,0.45,1.1,1.1,6.06,,,,,TRUE,
"Soup,Veg W/ Bf Broth,Cnd,Cond",66.52,1.56,1.3,2.42,10.7,,,,,TRUE,
"Soup,Veg W/ Bf Broth,Cnd,Prep W/ Eq Volume H2O",33.26,0.78,0.7,1.21,5.35,,,,,TRUE,
"Soup,Veg,Cnd,Lo Na,Cond",65.34,0.9,2.1,2.2,12.11,,,,,TRUE,
"Soup,Vegetarian Veg,Cnd,Cond",60.22,1.58,0.5,1.72,9.78,,,,,TRUE,
"Soup,Vegetarian Veg,Cnd,Prep W/ Eq Volume H2O",30.11,0.79,0.3,0.86,4.89,,,,,TRUE,
"Soup,Wonton,Chinese Restaurant",31.66,0.26,0,2.08,5.25,,,,,TRUE,
Soy Sau Made From Hydrolyzed Veg Prot,41.36,0.08,0.5,2.43,7.73,,,,,TRUE,
Soy Sau Made From Soy,65.22,0.1,0.8,10.51,5.57,,,,,TRUE,
Soy Sau Made From Soy&Wheat,55.92,0.04,0.8,6.28,7.61,,,,,TRUE,
"Spaghetti W/ Meat Sau,Frz",90.25,1.01,1.8,5.05,15.24,,,,,TRUE,
"Spaghetti,Ckd,Enr,W/ Salt",153.93,0.93,1.8,5.8,30.59,,,,,TRUE,
"Spaghetti,Ckd,Enr,Wo/ Salt",155.01,0.93,1.8,5.8,30.86,,,,,TRUE,
"Spaghetti,Ckd,Unenr,W/ Salt",153.93,0.93,1.8,5.8,30.59,,,,,TRUE,
"Spaghetti,Ckd,Unenr,Wo/ Salt",155.01,0.93,1.8,5.8,30.86,,,,,TRUE,
"Spaghetti,Dry,Enriched",364.43,1.51,3.2,13.04,74.67,,,,,TRUE,
"Spaghetti,Dry,Unenriched",364.43,1.51,3.2,13.04,74.67,,,,,TRUE,
"Spaghetti,No Meat,Cnd",75.33,0.77,0,2.54,14.56,,,,,TRUE,
"Spaghetti,Protein-Fortified,Ckd,Enr",160.85,0.21,1.7,8.08,31.66,,,,,TRUE,
"Spaghetti,Protein-Fortified,Dry,Enr",369.75,2.23,0,19.86,67.56,,,,,TRUE,
"Spaghetti,Spinach,Cooked",128.59,0.63,0,4.58,26.15,,,,,TRUE,
"Spaghetti,Spinach,Dry",366.77,1.57,10.6,13.35,74.81,,,,,TRUE,
"Spaghetti,W/ Meatballs,Cnd",107.02,5.1,0,4.17,11.11,,,,,TRUE,
"Spaghetti,Whole-Wheat,Ckd",132.34,0.54,4.5,5.33,26.54,,,,,TRUE,
"Spaghetti,Whole-Wheat,Dry",371.24,1.4,0,14.63,75.03,,,,,TRUE,
"Spaghettios, Danny Phantomshaped Pasta",91.7,2.78,0.8,3.57,13.1,,,,,TRUE,
"Split Pea Soup,Cnd,Red Na,Prep W/ H2O Or Ready-To Serve",71,0.92,1.9,3.85,11.83,,,,,TRUE,
"Split Pea W/ Ham Soup,Cnd,Red Na,Prep W/ H2O Or Rts",67.9,0.7,1.9,4,11.4,,,,,TRUE,
"Squash,Wntr,Spaghetti,Ckd,Bld,Drnd,Or Bkd,W/Salt",30.82,0.26,1.4,0.66,6.46,,,,,TRUE,
"Squash,Wntr,Spaghetti,Ckd,Bld,Drnd,Or Bkd,Wo/Salt",30.82,0.26,1.4,0.66,6.46,,,,,TRUE,
"Squash,Wntr,Spaghetti,Raw",35.33,0.57,0,0.64,6.91,,,,,TRUE,
"Stagg Classic Chili W/Bns,Cnd",134.69,6.61,3,6.97,11.83,,,,,TRUE,
"Stagg Country Chili W/Bns,Cnd",129.46,6.38,2.4,6.27,11.74,,,,,TRUE,
"Stagg Dynamite Chili W/Bns,Cnd",135.34,6.22,3.3,7.4,12.44,,,,,TRUE,
"Stagg Ranchhouse Chili W/Bns,Cnd",114.73,3.61,3.5,7.78,12.78,,,,,TRUE,
"Stagg Silverado Chili W/Bns,Cnd",92.89,1.13,3.3,7.29,13.39,,,,,TRUE,
"Stew,Dumpling W/ Mutton",100.98,3.78,0,8.71,8.03,,,,,TRUE,
"Stew,Hominy W/ Mutton",82.9,2.06,2,6.71,9.38,,,,,TRUE,
"Stew,Moose",54.9,0.5,0.5,6.6,6,,,,,TRUE,
"Stew,Mutton,Corn,Squash",102.62,4.34,1.7,8.62,7.27,,,,,TRUE,
"Stew,Stmd Corn",112.23,3.75,2.3,8.82,10.8,,,,,TRUE,
"Stew/Soup,Caribou",40.7,0.7,0.1,3.8,4.8,,,,,TRUE,
Stouff Ln Cuisin Chk Ench Suiza W/Crm Sau & Mexi-Styl Rice,104.65,1.61,1.3,4.16,18.38,,,,,TRUE,
"Stouffer'S Chick Pie,Frz",258.54,15.5,1.4,7.17,22.59,,,,,TRUE,
Stouffer'S Chk Enchila Mexic-Sty Rice W/ Monrey Jack Chs Sau,150.05,4.69,1.3,5.42,21.54,,,,,TRUE,
"Stouffer'S Crmd Chipped Bf,Frz",109.75,5.71,0.4,7.52,7.07,,,,,TRUE,
"Stouffer'S Lasagna W/ Meat & Sau,Frz",116.37,3.77,1.1,8.04,12.57,,,,,TRUE,
"Stouffer'S Ln Cuisine Chick & Veg W/ Vermicelli,Frz",77.66,1.7,1.3,6.68,8.91,,,,,TRUE,
"Stouffer'S Ln Cuisine Macaroni & Bf In Tomato Sau,Frz",91.06,1.54,1.7,6.07,13.23,,,,,TRUE,
"Stouffer'S Ln Cuisine Oriental Bf W/ Veg & Rice,Frz",73.76,1.08,1.6,4.96,11.05,,,,,TRUE,
"Stouffer'S Ln Cuisine Spaghetti W/ Meat Sau,Frz",86.6,1.08,1.4,4.31,14.91,,,,,TRUE,
"Stouffer'S Ln Cuisine Spaghetti W/ Meatballs & Sau,Frz Entre",92.9,1.9,1.5,6.68,12.27,,,,,TRUE,
"Stouffer'S Ln Cuisine Swedish Meatballs W/ Paste,Frz",106.47,2.63,1,8.56,12.14,,,,,TRUE,
"Stouffer'S Stuffed Peppers W/ Bf In Tomato Sau,Frz",72.93,2.57,1.2,3.72,8.73,,,,,TRUE,
"Supper Bakes Kits,Creamy Stroganoff Sau W/ Pasta",147.2,3.2,0.8,4.8,24.8,,,,,TRUE,
"Sweet Rolls,Cheese",367.9,18.3,1.2,7.1,43.7,,,,,TRUE,
"Sweet Rolls,Cinn,Commly Prep W/Raisins",376,16.4,2.4,6.2,50.9,,,,,TRUE,
"Sweet Rolls,Cinn,Refr Dough W/Frstng",336.2,12.2,0,5,51.6,,,,,TRUE,
"Sweet Rolls,Cinn,Refr Dough W/Frstng,Bkd",364.8,13.2,0,5.4,56.1,,,,,TRUE,
"Syrups,Table Blends,Pancake",245.88,0,0,0,61.47,,,,,TRUE,
"Syrups,Table Blends,Pancake,Red-Cal",178.2,0,0,0,44.55,,,,,TRUE,
"Syrups,Table Blends,Pancake,W/2% Maple",279.3,0.1,0,0,69.6,,,,,TRUE,
"Syrups,Table Blends,Pancake,W/2% Maple,W/ K",279.3,0.1,0,0,69.6,,,,,TRUE,
"Syrups,Table Blends,Pancake,W/Butter",310.8,1.6,0,0,74.1,,,,,TRUE,
"Taco Bell,Bean Burrito",204.33,6.85,3.9,7.9,27.77,,,,,TRUE,
"Taco Bell,Burrito Supreme W/ Bf",188.93,8.05,3.2,8.05,21.07,,,,,TRUE,
"Taco Bell,Burrito Supreme W/ Chick",179.18,6.42,2.4,9.84,20.51,,,,,TRUE,
"Taco Bell,Burrito Supreme W/ Steak",183.23,7.27,2.4,9.13,20.32,,,,,TRUE,
"Taco Bell,Nachos",365.65,22.17,3.8,5.15,36.38,,,,,TRUE,
"Taco Bell,Nachos Supreme",245.57,13.65,4.1,7.59,23.09,,,,,TRUE,
"Taco Bell,Original Taco W/ Bf",236.28,13.48,3.6,10.79,17.95,,,,,TRUE,
"Taco Bell,Soft Taco W/ Bf",219.31,10.35,2.6,11.8,19.74,,,,,TRUE,
"Taco Bell,Soft Taco W/ Chick",201.52,7.32,1.8,14.33,19.58,,,,,TRUE,
"Taco Bell,Soft Taco W/ Steak",225.02,12.1,1.6,11.81,17.22,,,,,TRUE,
"Taco Bell,Taco Salad",169.69,9.17,3,6.69,15.1,,,,,TRUE,
"Taco Shells, Baked",466.67,20.83,4.6,7.08,62.72,,,,,TRUE,
"Taco Shells,Bkd,Wo/ Salt",481.8,22.6,7.5,7.2,62.4,,,,,TRUE,
"Tea,Rtd,Unswtnd,Wendy'S,Fast Fd,Wo/ Ice",0.88,0,0,0.22,0,,,,,TRUE,
"Toaster Pastries,Brown-Sugar-Cinnamon",420.6,14.2,1,5.1,68.1,,,,,TRUE,
"Toaster Pastries,Frt,Frstd",390.88,10.08,0.7,4.23,70.81,,,,,TRUE,
"Toaster Pastries,Fruit",390.64,10.56,1.1,4.67,69.23,,,,,TRUE,
"Toaster Pastries,Fruit,Tstd",408.87,11.03,1,4.7,72.7,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellog Pop Tarts,Frstd Choc Van Crm",395.16,10.2,1,5,70.84,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellog'S Pop Tarts,Frstd Strawberry",393.6,9.6,1,4.4,72.4,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Appl Cinn",397.48,10.2,1.1,4.4,72.02,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Blueberry",411.62,13.3,1.1,4.6,68.38,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Brwn Sugar Cinn",444.8,18.4,1.5,5.4,64.4,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Blueberry",395.48,10,1.1,4.6,71.77,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Cherry",396.44,10.2,1,4.2,71.96,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Choc Fudg",391.3,9.3,1.1,5.1,71.8,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Grape",394.8,9.8,1,4.4,72.25,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Raspberry",398.36,10.6,1,4.2,71.54,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Frstd Wld Berry",391.6,9.2,1,4.3,72.9,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,S'Mores",397.7,10.5,1.4,6.2,69.6,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellogg'S Pop Tarts,Strawberry",397.3,10.5,1.1,4.7,71,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellogg'S Pop Trts,Frstd Br Sgr Cin",426.48,14.8,1.3,5,68.32,,,,,TRUE,
"Toaster Pastries,Kellogg,Kellogg'S Poptarts,Cherry",396.76,10.4,1.1,4.6,71.19,,,,,TRUE,
"Tortellini,Pasta W/Chs Filling",307.07,7.23,1.9,13.5,47,,,,,TRUE,
"Tortilla Chips,Taco-Flavor",501.8,24.2,5.3,7.9,63.1,,,,,TRUE,
Tostada,148.39,8.91,0,4.78,12.27,,,,,TRUE,
Tuna Salad,185.14,9.26,0,16.04,9.41,,,,,TRUE,
Turkey,65.63,2.63,0,5.88,4.61,,,,,TRUE,
"Turkey Pot Pie,Frz",176,8.8,1.1,6.5,17.7,,,,,TRUE,
"Turkey Roll,Light Meat",94.22,1.66,0,14.79,5.03,,,,,TRUE,
"Turkey Roll,Lt&Dk Meat",143.99,6.99,0,18.14,2.13,,,,,TRUE,
Turkey White Rotisserie Deli Cut,111.8,3,0.4,13.5,7.7,,,,,TRUE,
"Usda Cmdty,Turkey Taco Meat,Frz,Ckd",147.54,7.58,0,16.8,3.03,,,,,TRUE,
"Usda Commodity,Spaghetti Sau,Meatless,Cnd",47.7,0.9,0,1.2,8.7,,,,,TRUE,
"Veal,Cubed For Stew ,Ln,Ckd,Brsd",178.55,4.31,0,34.94,0,,,,,TRUE,
"Veal,Cubed For Stew ,Ln,Raw",103.58,2.5,0,20.27,0,,,,,TRUE,
Vegetarian Meatloaf Or Patties,197,9,4.6,21,8,,,,,TRUE,
Vegetarian Stew,123,3,1.1,17,7,,,,,TRUE,
Veggie Burgers Or Soyburgers Unprep,176.58,6.3,4.9,15.7,14.27,,,,,TRUE,
"Waffle,Bttrmlk,Frz,Rth,Microwaved",288.92,9.4,2.4,6.92,44.16,,,,,TRUE,
"Waffle,Bttrmlk,Frz,Rth,Tstd",308.65,9.49,2.6,7.42,48.39,,,,,TRUE,
"Waffle,Pln,Frz,Rth,Microwave",297.67,9.91,2.4,6.71,45.41,,,,,TRUE,
"Waffles,Bttrmlk,Frz,Rth",273.5,9.22,2.2,6.58,41.05,,,,,TRUE,
"Waffles,Pln,Frz,Ready -To-Heat,Tstd",312.41,9.61,2.4,7.19,49.29,,,,,TRUE,
"Waffles,Pln,Frz,Rth",285.1,9.7,2.2,6.47,42.98,,,,,TRUE,
"Waffles,Pln,Prep From Recipe",290.1,14.1,0,7.9,32.9,,,,,TRUE,
"Walrus,Meat & Subcutaneous Fat Raw",282.1,24.1,0,16.3,0,,,,,TRUE,
"Wendy'S,. Hamburger,W/ Chs",255.62,11.5,1.4,13.06,24.97,,,,,TRUE,
"Wendy'S,. Hamburger,Wo/ Chs",243.03,8.75,1.7,12.62,28.45,,,,,TRUE,
"Wendy'S,Chick Nuggets",333.65,23.17,1,15.93,15.35,,,,,TRUE,
"Wendy'S,Classic ,W/ Chs",240.72,14.2,1.1,16.52,11.71,,,,,TRUE,
"Wendy'S,Classic Single Hamburger,No Chs",213.2,10.6,1.3,12.63,16.82,,,,,TRUE,
"Wendy'S,Classic Single Hamburger,W/ Chs",220.68,11.6,1.4,14.87,14.2,,,,,TRUE,
"Wendy'S,French Fr",319.39,16.23,3.7,3.89,39.44,,,,,TRUE,
"Wendy'S,Frosty Dairy Dssrt",131.84,2.6,3.3,3.49,23.62,,,,,TRUE,
"Wendy'S,Homestyle Chick Fillet Sndwch",214.22,8.1,1.3,13.78,21.55,,,,,TRUE,
"Wendy'S,Ultimate Chick Grill Sndwch",179.44,5,1.1,14.73,18.88,,,,,TRUE,
"Whale,Bowhead,Skn & Subcutaneous Fatmuktuk",465.3,46.1,0,12.6,0,,,,,TRUE,
"Whale,Bowhead,Subcutaneous Fat",870.1,96.5,0,0.4,0,,,,,TRUE,
"Wheat Flr,White,Cake,Enr",352.66,0.86,1.7,8.2,78.03,,,,,TRUE,
"Whipped Crm Sub,Dietetic,Made From Pdr Mix",100,6,0,0.9,10.6,,,,,TRUE,
Wonton Wrappers,284.3,1.5,1.8,9.8,57.9,,,,,TRUE,
"Worthington Prosage Roll,Frz,Unprep",260.73,17.61,3.5,19.61,5.95,,,,,TRUE,
"Worthington Vegetarian Burger,Cnd,Unprep",125.86,2.94,2.7,18.64,6.21,,,,,TRUE,
