name,kcal_per_100gr,fat_per_100gr,fiber_per_100gr,protein_per_100gr,carbs_per_100gr,user_id,notes,tags,is_verified,image_url
"Peanut Sprd, Red Sugar",650.13,54.89,7.8,24.8,14.23,,,,TRUE,
"Peanuts, All Types",610.88,49.24,8.5,25.8,16.13,,,,TRUE,
"Peanuts, Spanish",614.28,49.6,9.5,26.15,15.82,,,,TRUE,
"Peanuts, Valencia",612.22,47.58,8.7,25.09,20.91,,,,TRUE,
"Peanuts, Virginia",605.67,48.75,8.5,25.19,16.54,,,,TRUE,
"Pear Nectar, Cnd",63.57,0.01,0.6,0.11,15.76,,,,TRUE,
Pears,64.44,0.12,3.1,0.38,15.46,,,,TRUE,
"Pears, Asian",46.67,0.23,3.6,0.5,10.65,,,,TRUE,
"Pears, Cnd",32.27,0.03,1.6,0.19,7.81,,,,TRUE,
"Pears, Dried",291.95,0.63,7.5,1.87,69.7,,,,TRUE,
"Peas&Carrots, Cnd",45.03,0.27,2,2.17,8.48,,,,TRUE,
"Peas&Carrots, Frz",62.43,0.47,3.4,3.4,11.15,,,,TRUE,
"Peas&Onions, Cnd",50.82,0.38,2.3,3.28,8.57,,,,TRUE,
"Peas&Onions, Frz",72.84,0.32,3.5,3.98,13.51,,,,TRUE,
"Peas, Edible-Podded",43.2,0.2,2.6,2.8,7.55,,,,TRUE,
"Peas, Green",83.08,0.4,5.1,5.42,14.45,,,,TRUE,
"Peas, Grn",85.94,0.22,5.5,5.36,15.63,,,,TRUE,
"Peas, Mature Seeds",149.76,0.68,0,8.8,27.11,,,,TRUE,
"Peas, Split",350.12,1.16,25.5,24.55,60.37,,,,TRUE,
Pecans,739.85,71.97,9.6,9.17,13.86,,,,TRUE,
"Pecans, Dry Rstd",760.63,74.27,9.4,9.5,13.55,,,,TRUE,
"Pecans, Oil Rstd",765.91,75.23,9.5,9.2,13.01,,,,TRUE,
"Pectin, Liquid",8.4,0,2.1,0,2.1,,,,TRUE,
"Pectin, Unswtnd",365.5,0.3,8.6,0.3,90.4,,,,TRUE,
"Pepeao, Dried",347.36,0.44,0,4.82,81.03,,,,TRUE,
"Pepper, Ancho",326.88,8.2,21.6,11.86,51.41,,,,TRUE,
"Pepper, Banana",32.09,0.45,3.4,1.66,5.35,,,,TRUE,
"Pepper, Black",332.38,3.26,26.5,10.95,64.81,,,,TRUE,
"Pepper, Red Or Cayenne",429.99,17.27,27.2,12.01,56.63,,,,TRUE,
"Pepper, Serrano",37.72,0.44,3.7,1.74,6.7,,,,TRUE,
"Pepper, White",335.12,2.12,26.2,10.4,68.61,,,,TRUE,
"Pepperidge Farm Appl Turnovers, Frz",319.2,18,1.8,4.2,35.1,,,,TRUE,
"Pepperidge Farm Classic Style Croutons, Seasoned",465.3,18.5,0,13.6,61.1,,,,TRUE,
"Pepperidge Farm Crusty Italian Bread, Garlic",372.4,19.2,0,8.3,41.6,,,,TRUE,
"Peppermint, Fresh",83.02,0.94,8,3.75,14.89,,,,TRUE,
"Pepperoni, Pork",486.54,43.98,0,22.68,0,,,,TRUE,
"Peppers, Chili",23.71,0.27,1.7,0.72,4.6,,,,TRUE,
"Peppers, Hot Chile",374.05,5.81,28.7,10.58,69.86,,,,TRUE,
"Peppers, Hot Chili",47.64,0.2,1.5,2,9.46,,,,TRUE,
"Peppers, Hungarian",33.61,0.41,0,0.8,6.68,,,,TRUE,
"Peppers, Jalapeno",34.58,0.62,2.8,1.35,5.9,,,,TRUE,
"Peppers, Pasilla",396.57,15.85,26.8,12.35,51.13,,,,TRUE,
"Peppers, Sweet",31.17,0.21,0.9,1,6.32,,,,TRUE,
"Peppers, Swt",23.53,0.17,1.7,0.86,4.64,,,,TRUE,
"Perch, Mixed Species",85.84,0.92,0,19.39,0,,,,TRUE,
"Perch, Mxd Sp",110.06,1.18,0,24.86,0,,,,TRUE,
"Persimmons, Japanese",78.39,0.19,3.6,0.58,18.59,,,,TRUE,
"Persimmons, Native",140.8,0.4,0,0.8,33.5,,,,TRUE,
"Pheasant, Breast",126.73,3.25,0,24.37,0,,,,TRUE,
"Pheasant, Ckd",238.5,12.1,0,32.4,0,,,,TRUE,
"Pheasant, Leg",127.5,4.3,0,22.2,0,,,,TRUE,
"Pheasant, Meat Only",127.04,3.64,0,23.57,0,,,,TRUE,
"Pheasant, Meat&Skn",174.41,9.29,0,22.7,0,,,,TRUE,
Phyllo Dough,292.8,6,1.9,7.1,52.6,,,,TRUE,
"Pickle Relish, Sweet",145.95,0.47,1.1,0.37,35.06,,,,TRUE,
"Pickle&Pimiento Loaf, Pork",222.31,15.95,1.5,11.23,8.46,,,,TRUE,
"Pickles, Chowchow",120.66,0.9,1.5,1.5,26.64,,,,TRUE,
"Pickles, Cucumber",12.16,0.2,1.2,0.33,2.26,,,,TRUE,
"Picnic Loaf, Pork",228.48,16.64,0,14.92,4.76,,,,TRUE,
"Pigeon Peas, Mature Seeds",351.33,1.49,15,21.7,62.78,,,,TRUE,
"Pigeonpeas, Immat Seeds",139.08,1.64,5.1,7.2,23.88,,,,TRUE,
"Pike, Northern",83.25,0.69,0,19.26,0,,,,TRUE,
"Pike, Walleye",87.54,1.22,0,19.14,0,,,,TRUE,
"Pilinuts-Canarytree, Dried",775.07,79.55,0,10.8,3.98,,,,TRUE,
"Pillsbury Golden Layer Bttrmlk Biscuit, Art Flavor",307.4,13.24,1.2,5.88,41.18,,,,TRUE,
"Pillsbury Grands, Bttrmlk Biscuits",317.23,13.79,1.2,6.9,41.38,,,,TRUE,
"Pillsbury, Bttrmlk Biscuits",234.41,3.13,1.6,6.25,45.31,,,,TRUE,
"Pillsbury, Crusty French Loaf",241.37,2.89,1.7,7.69,46.15,,,,TRUE,
"Pimento, Canned",27.5,0.3,1.9,1.1,5.1,,,,TRUE,
"Pine Nuts, Pinyon",672.3,60.98,10.7,11.57,19.3,,,,TRUE,
"Pineapple Juc, Cnd",54,0.12,0.2,0.36,12.87,,,,TRUE,
"Pineapple Juc, Frz Conc",183.3,0.1,0.7,1.3,44.3,,,,TRUE,
"Pineapple&Grapefruit Juc Drk, Cnd",48.1,0.1,0.1,0.2,11.6,,,,TRUE,
"Pineapple&Orange Juc Drk, Cnd",52.4,0,0.1,1.3,11.8,,,,TRUE,
"Pineapple, All Var",55.72,0.12,1.4,0.54,13.12,,,,TRUE,
"Pineapple, Cnd",35.73,0.09,0.8,0.43,8.3,,,,TRUE,
"Pineapple, Ex Swt Var",57.11,0.11,1.4,0.53,13.5,,,,TRUE,
"Pineapple, Frz",91.3,0.1,1.1,0.4,22.2,,,,TRUE,
"Pineapple, Traditional Var",50.65,0.13,0,0.55,11.82,,,,TRUE,
"Pinon Nuts, Rstd",540.6,34.08,43.4,7.41,51.06,,,,TRUE,
Pistachio Nuts,594.28,44.44,10.3,20.61,27.97,,,,TRUE,
"Pistachio Nuts, Dry Rstd",609.73,45.97,10.3,21.35,27.65,,,,TRUE,
Pitanga,36.76,0.4,0,0.8,7.49,,,,TRUE,
Plains Pricklypear,42.15,0.11,5.3,0.12,10.17,,,,TRUE,
"Plains Pricklypear, Brld",90.63,0.31,0,0.39,21.57,,,,TRUE,
Plantain Chips,559.5,35.94,4.2,1.69,57.32,,,,TRUE,
Plantains,136.09,0.37,2.3,1.3,31.89,,,,TRUE,
Plums,51,0.28,1.4,0.7,11.42,,,,TRUE,
"Plums, Cnd",45.77,0.01,0.9,0.39,11.03,,,,TRUE,
"Plums, Dried",267.66,0.38,7.1,2.18,63.88,,,,TRUE,
"Plums, Wild",91.05,0.17,6,0.43,21.95,,,,TRUE,
Poi,111.7,0.14,0.4,0.38,27.23,,,,TRUE,
Pokeberry Shoots,28.8,0.4,1.7,2.6,3.7,,,,TRUE,
"Pokeberry Shoots, Ckd",25.2,0.4,1.5,2.3,3.1,,,,TRUE,
"Polish Sausage, Pork",321.4,28.72,0,14.1,1.63,,,,TRUE,
"Pollock, Atlantic",86.58,0.98,0,19.44,0,,,,TRUE,
"Pollock, Walleye",75.92,0.8,0,17.18,0,,,,TRUE,
"Pomegranate Juc, Btld",55.73,0.29,0.1,0.15,13.13,,,,TRUE,
Pomegranates,92.01,1.17,4,1.67,18.7,,,,TRUE,
"Pompano, Florida",159.15,9.47,0,18.48,0,,,,TRUE,
"Popcorn, Air-Popped",404.22,4.54,14.5,12.94,77.9,,,,TRUE,
"Popcorn, Caramel-Coated",418.6,7.8,3.8,6.4,80.7,,,,TRUE,
"Popcorn, Cheese-Flavor",542.4,33.2,9.9,9.3,51.6,,,,TRUE,
"Popcorn, Microwave",429.46,9.5,14.2,12.6,73.39,,,,TRUE,
"Popcorn, Oil-Popped",601.35,43.55,8.1,7.29,45.06,,,,TRUE,
"Popcorn, Sugar Syrup/Caramel",380.84,1.4,2.5,2,90.06,,,,TRUE,
"Popovers, Dry Mix",364.3,4.3,0,10.4,71,,,,TRUE,
Poppy Seed,558.52,41.56,19.5,17.99,28.13,,,,TRUE,
"Pork & Turkey Sausage, Pre-Cooked",338.48,30.64,0,12.05,3.63,,,,TRUE,
Pork Frsh Loin Tenderloin Ln Only Raw,103.33,2.17,0,20.95,0,,,,TRUE,
"Pork Sausage Rice Links, Brown&Serve",402.91,37.63,0,13.7,2.36,,,,TRUE,
"Pork Sausage, Frsh",299.13,26.53,0,15.09,0,,,,TRUE,
"Pork Sausage, Pre-Cooked",373.32,35.04,0,14.49,0,,,,TRUE,
"Pork Skins, Barbecue-Flavor",524.2,31.8,0,57.9,1.6,,,,TRUE,
"Pork Skins, Plain",526.9,31.3,0,61.3,0,,,,TRUE,
"Pork&Bf Sausage, Frsh",392.25,36.25,0,13.8,2.7,,,,TRUE,
"Pork, Bacon",454.4,45.04,0,11.6,0.66,,,,TRUE,
"Pork, Brkfst Strips",384.2,37.16,0,11.74,0.7,,,,TRUE,
"Pork, Canadian-Style Bacon",178.32,8.44,0,24.24,1.35,,,,TRUE,
"Pork, Fat",575.77,61.41,0,5.68,0.09,,,,TRUE,
"Pork, Feet",136.74,10.02,0,11.63,0.01,,,,TRUE,
"Pork, Fresh",809.89,88.69,0,2.92,0,,,,TRUE,
"Pork, Frsh",371.27,35.07,0,13.91,0,,,,TRUE,
"Pork, Ham",187.28,8.32,0,27.8,0.3,,,,TRUE,
"Pork, Ham & H2O Prdct",155.06,7.78,0,19.85,1.41,,,,TRUE,
"Pork, Ham & H2O Product",121.67,3.63,0,20.9,1.35,,,,TRUE,
"Pork, Ham W/ Nat Jucs",136.46,5.1,0,22.18,0.46,,,,TRUE,
"Pork, Ham W/ Nat Juices",136.53,4.25,0,24.14,0.43,,,,TRUE,
"Pork, Ham W/ Nat Juics",179.92,8.28,0,26.18,0.17,,,,TRUE,
"Pork, Leg Cap Steak",117.07,3.39,0,21.64,0,,,,TRUE,
"Pork, Leg Sirloin Tip Rst",106.91,1.71,0,22.88,0,,,,TRUE,
"Pork, Loin",149.97,4.41,0,27.57,0,,,,TRUE,
"Pork, Oriental Style",614.4,62.4,0,11.8,1.4,,,,TRUE,
"Pork, Pickled Pork Hocks",171.3,10.54,0,19.11,0,,,,TRUE,
"Pork, Rump",121.16,3.56,0,21.41,0.87,,,,TRUE,
"Pork, Salt Pork",744.7,80.5,0,5.05,0,,,,TRUE,
"Pork, Shank",128.35,4.43,0,20.92,1.2,,,,TRUE,
"Pork, Shldr",273.87,21.35,0,20.43,0,,,,TRUE,
"Pork, Shldr Breast",120.76,3.4,0,22.54,0,,,,TRUE,
"Pork, Shldr Petite Tender",121.79,3.91,0,21.65,0,,,,TRUE,
"Pork, Slce",166.25,8.73,0,20.8,1.12,,,,TRUE,
"Pork, Slice",130.98,4.3,0,22.04,1.03,,,,TRUE,
"Pork, Whl",116.99,4.39,0,17.99,1.38,,,,TRUE,
"Potato Chips, Barbecue-Flavor",533.6,32.4,4.4,7.7,52.8,,,,TRUE,
"Potato Chips, Cheese-Flavor",509.6,27.2,5.2,8.5,57.7,,,,TRUE,
"Potato Chips, Fat Free",379,0.6,7.5,9.64,83.76,,,,TRUE,
"Potato Chips, Light",483.2,20.8,5.9,7.1,66.9,,,,TRUE,
"Potato Chips, Made Fr Dried Potatoes",564.6,37,1.2,6.6,51.3,,,,TRUE,
"Potato Chips, Made From Dried Potatoes",513.1,26.14,3.2,4.56,64.9,,,,TRUE,
"Potato Chips, Plain",562.43,37.47,4.4,6.56,49.74,,,,TRUE,
"Potato Chips, Pln",551,34.6,4.8,7,52.9,,,,TRUE,
"Potato Chips, Sour-Cream-And-Onion-Flavor",543.5,33.9,5.2,8.1,51.5,,,,TRUE,
"Potato Chips, White",469.4,18.2,4.8,5,71.4,,,,TRUE,
"Potato Chips, Wo/Salt",486.8,20.8,6.1,7.1,67.8,,,,TRUE,
Potato Flour,363.06,0.34,5.9,6.9,83.1,,,,TRUE,
"Potato Puffs, Frz",181.93,7.77,1.9,2.03,25.97,,,,TRUE,
Potato Sticks,549.6,34.4,3.4,6.7,53.3,,,,TRUE,
"Potato, Bkd",95.77,0.13,2.2,2.5,21.15,,,,TRUE,
"Potato, Flesh & Skn",78.77,0.09,2.2,2.02,17.47,,,,TRUE,
"Potatoes, Au Gratin",366.14,3.7,4.1,8.9,74.31,,,,TRUE,
"Potatoes, Bkd",94.94,0.1,1.5,1.96,21.55,,,,TRUE,
"Potatoes, Bld",88.9,0.1,1.8,1.87,20.13,,,,TRUE,
"Potatoes, Ckd",107.62,0.1,2.3,2.44,24.24,,,,TRUE,
"Potatoes, Ckd In Skn",102.42,0.1,1.6,2.1,23.28,,,,TRUE,
"Potatoes, Cnd",45.35,0.11,1.4,1.2,9.89,,,,TRUE,
"Potatoes, Fr Fr",166.21,5.13,2.3,2.51,27.5,,,,TRUE,
"Potatoes, French Fr",199.08,6.76,2.8,2.9,31.66,,,,TRUE,
"Potatoes, Frz",80.84,0.16,1.2,2.38,17.47,,,,TRUE,
"Potatoes, Hashed Brown",265.12,12.52,3.2,3,35.11,,,,TRUE,
"Potatoes, Mshd",361.73,0.41,6.6,8.34,81.17,,,,TRUE,
"Potatoes, O'Brien",78.46,0.14,1.9,1.83,17.47,,,,TRUE,
"Potatoes, Red",72.42,0.14,1.7,1.89,15.9,,,,TRUE,
"Potatoes, Russet",81.56,0.08,1.3,2.14,18.07,,,,TRUE,
"Potatoes, Scallpd",87.72,3.68,1.9,2.87,10.78,,,,TRUE,
"Potatoes, Skin",60.94,0.1,2.5,2.57,12.44,,,,TRUE,
"Potatoes, White",70.46,0.1,2.4,1.68,15.71,,,,TRUE,
"Poultry Fd Products, Ground Turkey",144.18,8.26,0,17.46,0,,,,TRUE,
Poultry Seasoning,368.49,7.53,11.3,9.59,65.59,,,,TRUE,
"Poultry, Mechanically Deboned",268.13,24.73,0,11.39,0,,,,TRUE,
"Pout, Ocean",74.75,0.91,0,16.64,0,,,,TRUE,
Prairie Turnips,156.4,0.36,8,2.62,35.67,,,,TRUE,
"Prairie Turnips, Bld",129.4,0.32,7.2,1.64,29.99,,,,TRUE,
"Pretzels, Hard",381.83,2.63,3,10.34,79.2,,,,TRUE,
"Pretzels, Soft",344.86,3.1,1.7,8.2,71.04,,,,TRUE,
Prickly Pears,45.79,0.51,3.6,0.73,9.57,,,,TRUE,
"Prk, Crd",125.9,3.78,0,22.56,0.41,,,,TRUE,
"Prk, Frsh",182.34,7.66,0,28.35,0,,,,TRUE,
"Prune Juice, Canned",72.51,0.03,1,0.61,17.45,,,,TRUE,
Prune Puree,270.6,0.2,3.3,2.1,65.1,,,,TRUE,
"Prunes, Cnd",116.48,0.2,3.8,0.87,27.8,,,,TRUE,
"Prunes, Dehyd",377.65,0.73,0,3.7,89.07,,,,TRUE,
"Pudding, Lemon",109.48,1.12,0,0.65,24.2,,,,TRUE,
"Puddings, All Flavors Xcpt Choc",351.46,0.1,0.9,1.6,86.04,,,,TRUE,
"Puddings, Banana",376.2,0.6,0,0,92.7,,,,TRUE,
"Puddings, Choc",141.8,4.6,0,2.09,23.01,,,,TRUE,
"Puddings, Choc Flavor",355.6,2.4,6.1,5.3,78.2,,,,TRUE,
"Puddings, Cocnt Crm",389.1,2.3,4,0.9,91.2,,,,TRUE,
"Puddings, Lemon",387.9,0.7,0,0,95.4,,,,TRUE,
"Puddings, Rice",115.57,2.65,0.9,3.53,19.4,,,,TRUE,
"Puddings, Tapioca",129.48,3.88,0,1.95,21.69,,,,TRUE,
"Puddings, Vanilla",130.22,3.78,0,1.45,22.6,,,,TRUE,
"Puff Pastry, Frz",558.9,38.5,1.5,7.4,45.7,,,,TRUE,
Pummelo,41.88,0.04,1,0.76,9.62,,,,TRUE,
Pumpkin,30.9,0.1,0.5,1,6.5,,,,TRUE,
Pumpkin Flowers,17.87,0.07,0,1.03,3.28,,,,TRUE,
"Pumpkin Flowers, Ckd",18.28,0.08,0.9,1.09,3.3,,,,TRUE,
Pumpkin Leaves,25.52,0.4,0,3.15,2.33,,,,TRUE,
"Pumpkin Leaves, Ckd",26.42,0.22,2.7,2.72,3.39,,,,TRUE,
"Pumpkin&Squash Sd Krnls, Dried",582.05,45.85,3.9,24.54,17.81,,,,TRUE,
"Pumpkin&Squash Sd Krnls, Rstd",564.77,42.13,3.9,32.97,13.43,,,,TRUE,
"Pumpkin&Squash Seeds, Whl",463.8,19.4,0,18.55,53.75,,,,TRUE,
"Pumpkin, Canned",39.28,0.28,2.9,1.1,8.09,,,,TRUE,
"Pumpkin, Ckd",23.11,0.07,1.1,0.72,4.9,,,,TRUE,
"Pumpkin, Cnd",39.28,0.28,2.9,1.1,8.09,,,,TRUE,
"Pumpkin, Flowers",17.8,0.08,0.9,1.09,3.18,,,,TRUE,
Purslane,19.82,0.1,0,1.3,3.43,,,,TRUE,
"Purslane, Ckd",21.87,0.19,0,1.49,3.55,,,,TRUE,
"Quail, Breast",117.27,2.99,0,22.59,0,,,,TRUE,
"Quail, Meat Only",127.81,4.53,0,21.76,0,,,,TRUE,
"Quail, Total Edible",227.3,14.1,0,25.1,0,,,,TRUE,
"Quaker Oats, Propel Fitness H2O",4.88,0,0,0,1.22,,,,TRUE,
Quinces,63.7,0.1,1.9,0.4,15.3,,,,TRUE,
"Quinoa, Ckd",120.08,1.92,2.8,4.4,21.3,,,,TRUE,
"Quinoa, Unckd",367.75,6.07,7,14.12,64.16,,,,TRUE,
Radicchio,25.89,0.25,0.9,1.43,4.48,,,,TRUE,
"Radish Seeds, Sprouted",52.41,2.53,0,3.81,3.6,,,,TRUE,
Radishes,17.22,0.1,1.6,0.68,3.4,,,,TRUE,
"Radishes, Hawaiian Style",27.9,0.3,2.2,1.1,5.2,,,,TRUE,
"Radishes, Oriental",19.7,0.1,1.6,0.6,4.1,,,,TRUE,
"Radishes, White Icicle",15.82,0.1,1.4,1.1,2.63,,,,TRUE,
"Raisins, Golden Seedless",335.78,0.46,4,3.39,79.52,,,,TRUE,
"Raisins, Seeded",328.82,0.54,6.8,2.52,78.47,,,,TRUE,
"Raisins, Seedless",333.14,0.46,3.7,3.07,79.18,,,,TRUE,
"Rambutan, Cnd",87.97,0.21,0.9,0.65,20.87,,,,TRUE,
Raspberries,58.41,0.65,6.5,1.2,11.94,,,,TRUE,
"Raspberries, Cnd",97.84,0.12,3.3,0.83,23.36,,,,TRUE,
"Raspberries, Frz",108.88,0.16,4.4,0.7,26.16,,,,TRUE,
"Raspberries, Wild",62.4,0.28,7.5,1.12,13.85,,,,TRUE,
"Red Baron Premium Pockets, Original Ham&Chs",267.9,12.7,0,11.2,27.2,,,,TRUE,
"Refried Bns, Cnd",82.95,0.87,4.7,5.28,13.5,,,,TRUE,
"Rennin, Choc",85.38,2.06,0.5,3.24,13.47,,,,TRUE,
"Rennin, Vanilla",77.53,1.77,0,3.06,12.34,,,,TRUE,
Rhubarb,23.56,0.2,1.8,0.9,4.54,,,,TRUE,
"Rhubarb, Frozen",23.59,0.11,1.8,0.55,5.1,,,,TRUE,
"Rhubarb, Frz",126.81,0.05,2,0.39,31.2,,,,TRUE,
"Rhubarb, Wild",60.9,0.5,0,4.2,9.9,,,,TRUE,
"Rice Bran, Crude",439.81,20.85,21,13.35,49.69,,,,TRUE,
"Rice Flour, Brown",359.86,2.78,4.6,7.23,76.48,,,,TRUE,
"Rice Flour, White",357.1,1.42,2.4,5.95,80.13,,,,TRUE,
"Rice, Brown",367,2.92,3.5,7.94,77.24,,,,TRUE,
"Rice, White",354.26,0.66,1.3,7.13,79.95,,,,TRUE,
Roast Bf Sprd,222.52,16.28,0.2,15.27,3.73,,,,TRUE,
"Rockfish, Pacific",89.13,1.57,0,18.75,0,,,,TRUE,
"Roe, Mixed Species",153.06,6.42,0,22.32,1.5,,,,TRUE,
"Roe, Mxd Sp",196.23,8.23,0,28.62,1.92,,,,TRUE,
"Rose Hips, Wild",162.34,0.34,24.1,1.6,38.22,,,,TRUE,
Rose-Apples,27.9,0.3,0,0.6,5.7,,,,TRUE,
Roselle,54.84,0.64,0,0.96,11.31,,,,TRUE,
"Rosemary, Dried",412.74,15.22,42.6,4.88,64.06,,,,TRUE,
"Rosemary, Fresh",148.78,5.86,14.1,3.31,20.7,,,,TRUE,
"Roughy, Orange",71.94,0.7,0,16.41,0,,,,TRUE,
Rowal,122.8,2,6.2,2.3,23.9,,,,TRUE,
Rutabagas,39.12,0.2,2.5,1.2,8.13,,,,TRUE,
"Rutabagas, Ckd",42.1,0.22,1.8,1.29,8.74,,,,TRUE,
Rye,360.58,2.5,14.6,14.76,69.76,,,,TRUE,
"Rye Flour, Dark",355.29,2.69,22.6,14.03,68.74,,,,TRUE,
"Rye Flour, Light",366.72,1.36,14.6,8.39,80.23,,,,TRUE,
"Rye Flour, Medium",363.45,1.77,14.6,9.39,77.49,,,,TRUE,
Sablefish,191.34,15.3,0,13.41,0,,,,TRUE,
"Sablefish, Dry Heat",245.34,19.62,0,17.19,0,,,,TRUE,
"Safflower Sd Krnls, Dried",547.93,38.45,0,16.18,34.29,,,,TRUE,
"Safflower Sd Meal, Part Defatted",358.91,2.39,0,35.62,48.73,,,,TRUE,
Saffron,359.85,5.85,3.9,11.43,65.37,,,,TRUE,
"Sage, Ground",400.19,12.75,40.3,10.63,60.73,,,,TRUE,
Salami Ckd Bf,257.8,22.2,0,12.6,1.9,,,,TRUE,
Salami Italian Pork,424.6,37,0,21.7,1.2,,,,TRUE,
"Salami, Ckd",330.1,25.9,0,21.85,2.4,,,,TRUE,
"Salami, Dry Or Hard",400.2,33.72,0,22.58,1.6,,,,TRUE,
"Salami, Turkey",163.17,9.21,0.1,19.3,0.77,,,,TRUE,
"Salmon, Atlantic",136.42,6.34,0,19.84,0,,,,TRUE,
"Salmon, Chinook",173.59,10.43,0,19.93,0,,,,TRUE,
"Salmon, Chum",114.49,3.77,0,20.14,0,,,,TRUE,
"Salmon, Coho",139.85,5.93,0,21.62,0,,,,TRUE,
"Salmon, Pink",110.81,3.45,0,19.94,0,,,,TRUE,
"Salmon, Red",345.35,11.43,0,60.62,0,,,,TRUE,
"Salmon, Sockeye",162.24,8.56,0,21.3,0,,,,TRUE,
Salmonberries,46.57,0.33,1.9,0.85,10.05,,,,TRUE,
Salsify,89.4,0.2,3.3,3.3,18.6,,,,TRUE,
"Salsify, Ckd",73.89,0.17,3.1,2.73,15.36,,,,TRUE,
"Salt, Table",0,0,0,0,0,,,,TRUE,
Sapodilla,91.5,1.1,5.3,0.44,19.96,,,,TRUE,
Sapotes,148.92,0.6,2.6,2.12,33.76,,,,TRUE,
"Sardine, Atlantic",201.53,11.45,0,24.62,0,,,,TRUE,
"Sardine, Pacific",180.54,10.46,0.1,20.86,0.74,,,,TRUE,
"Sauce, Alfredo Mix",534.51,36.35,2,15.32,36.52,,,,TRUE,
"Sauce, Barbecue",147.61,0.29,0.6,0,36.25,,,,TRUE,
"Sauce, Chili",23.7,0.1,1.9,0.7,5,,,,TRUE,
"Sauce, Chs",454.36,25.44,1.1,22.69,33.66,,,,TRUE,
"Sauce, Chs Sau Mix",437.77,18.33,1,7.68,60.52,,,,TRUE,
"Sauce, Fish",34.89,0.01,0,5.06,3.64,,,,TRUE,
"Sauce, Hoisin",220.07,3.39,2.8,3.31,44.08,,,,TRUE,
"Sauce, Homemade",105.25,6.73,0.1,3.77,7.4,,,,TRUE,
"Sauce, Mole Poblano",570.94,41.58,10.1,7.48,41.7,,,,TRUE,
"Sauce, Oyster",51.33,0.25,0.3,1.35,10.92,,,,TRUE,
"Sauce, Peppers",24.6,0.6,0.7,0.9,3.9,,,,TRUE,
"Sauce, Plum",184.16,1.04,0.7,0.89,42.81,,,,TRUE,
"Sauce, Rts",15.2,0.76,0.6,1.29,0.8,,,,TRUE,
"Sauce, Salsa",32.64,0.16,1.6,1.54,6.26,,,,TRUE,
"Sauce, Sofrito",236.84,18.2,1.7,12.8,5.46,,,,TRUE,
"Sauce, Swt & Sour",79.46,0.58,0.4,1.84,16.72,,,,TRUE,
"Sauce, Teriyaki",86.14,0.02,0.1,5.93,15.56,,,,TRUE,
"Sauce, Tomato Chili Sau",91.86,0.3,5.9,2.5,19.79,,,,TRUE,
"Sauce, White",72,2.56,0.1,3.95,8.29,,,,TRUE,
"Sauce, Worcestershire",77.84,0,0,0,19.46,,,,TRUE,
"Sauerkraut, Cnd",22.02,0.14,2.9,0.91,4.28,,,,TRUE,
Sausage Chick Bf Pork Skinless Smoked,215.5,14.3,0,13.6,8.1,,,,TRUE,
Sausage Italian Turkey Smoked,157.55,8.75,0.9,15.05,4.65,,,,TRUE,
Sausage Polish Pork & Bf Smoked,295.24,26.56,0,12.07,1.98,,,,TRUE,
Sausage Pork & Bf W/ Cheddar Chs Smoked,292.64,25.84,0,12.89,2.13,,,,TRUE,
Sausage Turkey Hot Smoked,157.55,8.75,0.9,15.05,4.65,,,,TRUE,
"Sausage, Chick&Bf",290,24,0,18.5,0,,,,TRUE,
"Sausage, Italian",341.57,31.33,0,14.25,0.65,,,,TRUE,
"Sausage, Meatless",276.92,18.16,2.8,18.53,9.84,,,,TRUE,
"Sausage, Smoked Link Sausage",316.25,28.73,0,12,2.42,,,,TRUE,
"Sausage, Vienna",227,19.4,0,10.5,2.6,,,,TRUE,
"Savory, Ground",355.03,5.91,45.7,6.73,68.73,,,,TRUE,
"Scallop, Ckd",105.4,1.4,0,23.2,0,,,,TRUE,
"Scallop, Mixed Species",83.4,0.76,0,16.78,2.36,,,,TRUE,
"Scallop, Mxd Sp",97.25,0.41,0,12.77,10.62,,,,TRUE,
"Scrambled Eggs&Sausage W/Hashed Brown Potatoes, Frz Brkfst",204,15.2,0.8,7.1,9.7,,,,TRUE,
"Scrapple, Pork",213.31,13.87,0.3,8.06,14.06,,,,TRUE,
Scup,100.09,2.73,0,18.88,0,,,,TRUE,
"Scup, Dry Heat",128.34,3.5,0,24.21,0,,,,TRUE,
"Sea Bass, Mxd Sp",91.72,2,0,18.43,0,,,,TRUE,
"Sea Cucumber, Yane",55.6,0.4,0,13,0,,,,TRUE,
"Sea Lion, Stellar",136.6,5,0,22.9,0,,,,TRUE,
"Seal, Bearded",110.4,0.4,0,26.7,0,,,,TRUE,
"Seal, Ringed",142.4,3.2,0,28.4,0,,,,TRUE,
"Seatrout, Mxd Sp",99.45,3.61,0,16.74,0,,,,TRUE,
"Seaweed, Agar",29.43,0.03,0.5,0.54,6.75,,,,TRUE,
"Seaweed, Irishmoss",56.64,0.16,1.3,1.51,12.29,,,,TRUE,
"Seaweed, Kelp",50.04,0.56,1.3,1.68,9.57,,,,TRUE,
"Seaweed, Laver",46.2,0.28,0.3,5.81,5.11,,,,TRUE,
"Seaweed, Spirulina",36.87,0.39,0,5.92,2.42,,,,TRUE,
"Seaweed, Wakame",54.44,0.64,0.5,3.03,9.14,,,,TRUE,
"Seeds, Flaxseed",568.12,42.16,27.3,18.29,28.88,,,,TRUE,
